Score,Episodes,Rating,Duration_format,Rating_format,Genre_format,Producers_format,Studios_format,Name_format,Type_format,Source_format
7,52,PG - Children,24,1,2,2,127,3457,0,0
7,26,PG-13 - Teens 13 or older,23,1,1,2,181,3458,0,1
5,12,R - 17+ (violence & profanity),15,0,8,67,413,3459,0,2
5,86,G - All Ages,24,3,5,22,321,3460,0,1
7,1,PG-13 - Teens 13 or older,12,1,2,18,85,3461,3,1
6,1,Rx - Hentai,26,2,10,344,184,3462,2,2
8,12,PG-13 - Teens 13 or older,24,1,0,12,125,3463,0,1
7,1,PG-13 - Teens 13 or older,38,1,0,345,85,3464,1,1
5,2,PG-13 - Teens 13 or older,30,1,6,8,3,3465,2,1
5,39,PG - Children,25,1,0,346,67,3466,0,1
7,1,R+ - Mild Nudity,24,2,0,145,124,3467,2,2
6,13,R - 17+ (violence & profanity),24,0,17,6,64,3468,0,0
7,2,PG-13 - Teens 13 or older,75,1,1,14,216,3469,2,1
6,13,PG-13 - Teens 13 or older,20,1,0,2,4,3470,0,26
7,1,PG-13 - Teens 13 or older,81,1,1,24,321,3471,1,1
6,13,G - All Ages,3,3,0,328,176,3472,0,0
8,13,R+ - Mild Nudity,23,2,3,141,151,3473,0,2
7,12,PG-13 - Teens 13 or older,2,1,0,323,8,3474,0,6
8,2,PG-13 - Teens 13 or older,23,1,0,6,17,3475,2,1
7,12,R+ - Mild Nudity,20,2,3,2,4,3476,0,1
7,1,PG-13 - Teens 13 or older,23,1,2,10,21,3477,3,2
5,4,G - All Ages,7,3,0,251,5,3478,3,1
5,4,G - All Ages,6,3,0,251,5,3479,3,1
6,12,R+ - Mild Nudity,23,2,0,12,156,3480,0,1
6,1,PG-13 - Teens 13 or older,4,1,0,0,28,3481,3,1
6,1,G - All Ages,30,3,4,12,80,3482,3,0
6,1,G - All Ages,30,3,2,12,80,3483,3,0
6,1,G - All Ages,30,3,7,12,80,3484,3,2
6,1,G - All Ages,30,3,2,12,80,3485,3,0
7,1,G - All Ages,30,3,20,12,80,3486,3,0
7,13,PG-13 - Teens 13 or older,24,1,8,8,44,3487,0,1
7,12,PG-13 - Teens 13 or older,23,1,11,347,286,3488,0,2
7,12,PG-13 - Teens 13 or older,24,1,0,248,4,3489,0,2
5,12,R - 17+ (violence & profanity),24,0,0,339,172,3490,4,0
5,12,PG-13 - Teens 13 or older,3,1,0,103,168,3491,0,1
6,20,PG - Children,22,1,0,2,306,3492,0,26
5,13,PG-13 - Teens 13 or older,20,1,0,273,143,3493,0,1
8,24,PG-13 - Teens 13 or older,24,1,0,48,1,3494,0,2
7,1,G - All Ages,5,3,2,92,151,3495,15,15
8,13,PG-13 - Teens 13 or older,24,1,0,12,83,3496,0,2
7,12,PG-13 - Teens 13 or older,23,1,17,18,44,3497,0,0
7,3,G - All Ages,30,3,0,299,222,3498,2,1
7,1,PG-13 - Teens 13 or older,111,1,1,47,181,3499,1,0
6,51,PG - Children,24,1,2,2,321,3500,0,1
7,12,R+ - Mild Nudity,23,2,1,29,2,3501,0,1
7,13,PG-13 - Teens 13 or older,24,1,0,9,5,3502,0,1
7,1,PG-13 - Teens 13 or older,23,1,3,6,148,3503,3,2
8,13,PG-13 - Teens 13 or older,24,1,1,12,5,3504,0,1
7,12,PG-13 - Teens 13 or older,24,1,0,67,125,3505,0,2
7,12,PG-13 - Teens 13 or older,3,1,0,101,157,3506,0,1
8,25,PG-13 - Teens 13 or older,25,1,1,6,85,3507,0,1
8,13,PG-13 - Teens 13 or older,23,1,0,6,85,3508,0,1
7,12,PG-13 - Teens 13 or older,2,1,0,103,164,3509,0,1
8,21,G - All Ages,7,3,0,19,28,3510,0,1
8,12,PG-13 - Teens 13 or older,24,1,2,12,80,3511,0,2
7,1,PG-13 - Teens 13 or older,20,1,0,193,105,3512,2,1
8,38,PG-13 - Teens 13 or older,24,1,0,193,105,3513,0,1
8,13,PG-13 - Teens 13 or older,24,1,0,62,1,3514,0,2
7,12,PG-13 - Teens 13 or older,23,1,4,103,179,3515,0,0
6,4,R+ - Mild Nudity,6,2,22,48,21,3516,3,1
8,13,PG-13 - Teens 13 or older,23,1,3,19,20,3517,0,2
7,12,PG-13 - Teens 13 or older,24,1,0,12,151,3518,0,2
7,24,R+ - Mild Nudity,24,2,1,10,125,3519,0,2
7,12,R - 17+ (violence & profanity),24,0,1,6,216,3520,0,0
6,237,G - All Ages,1,3,0,34,135,3521,0,1
8,3,R - 17+ (violence & profanity),23,0,1,8,183,3522,2,1
7,12,PG-13 - Teens 13 or older,24,1,16,12,89,3523,0,1
6,13,PG-13 - Teens 13 or older,1,1,4,15,138,3524,4,1
7,1,PG-13 - Teens 13 or older,27,1,0,17,40,3525,2,1
7,13,R - 17+ (violence & profanity),24,0,0,19,15,3526,0,1
5,1,PG-13 - Teens 13 or older,25,1,20,277,321,3527,2,1
7,12,PG-13 - Teens 13 or older,23,1,0,5,10,3528,0,1
7,12,PG-13 - Teens 13 or older,24,1,0,12,80,3529,0,0
7,13,PG-13 - Teens 13 or older,4,1,0,12,444,3530,0,6
6,2,PG-13 - Teens 13 or older,28,1,1,23,1,3531,2,1
8,1,PG-13 - Teens 13 or older,2,1,8,12,33,3532,1,0
5,1,PG-13 - Teens 13 or older,30,1,3,277,321,3533,2,1
5,26,PG-13 - Teens 13 or older,26,1,0,3,321,3534,0,1
6,6,PG-13 - Teens 13 or older,3,1,0,0,7,3535,3,0
7,2,Rx - Hentai,29,2,11,59,157,3536,2,2
8,12,PG-13 - Teens 13 or older,24,1,0,12,80,3537,0,2
7,12,R+ - Mild Nudity,24,2,0,12,12,3538,0,2
8,24,PG-13 - Teens 13 or older,24,1,0,6,172,3539,0,0
8,75,PG-13 - Teens 13 or older,24,1,0,2,191,3540,0,1
5,1,G - All Ages,32,3,3,277,321,3541,2,1
7,1,PG-13 - Teens 13 or older,22,1,0,5,191,3542,2,1
5,1,G - All Ages,98,3,6,34,41,3543,1,1
6,12,R - 17+ (violence & profanity),24,0,1,12,286,3544,0,26
6,25,R - 17+ (violence & profanity),24,0,1,169,5,3545,0,1
5,1,PG - Children,30,1,2,277,321,3546,2,1
6,52,G - All Ages,24,3,0,22,28,3547,0,1
6,3,PG-13 - Teens 13 or older,24,1,0,6,85,3548,4,2
7,12,PG-13 - Teens 13 or older,24,1,1,20,161,3549,0,1
8,20,PG-13 - Teens 13 or older,24,1,0,6,17,3550,0,1
7,12,PG-13 - Teens 13 or older,24,1,3,2,179,3551,0,0
7,64,PG - Children,24,1,26,307,306,3552,0,26
8,13,PG-13 - Teens 13 or older,23,1,8,12,216,3553,0,1
8,1,PG-13 - Teens 13 or older,102,1,3,348,15,3554,1,0
7,13,PG-13 - Teens 13 or older,24,1,3,0,105,3555,0,2
5,2,R+ - Mild Nudity,30,2,9,8,18,3556,0,1
8,1,PG-13 - Teens 13 or older,106,1,0,3,321,3557,3,1
6,7,PG-13 - Teens 13 or older,5,1,0,339,172,3558,4,0
6,12,R+ - Mild Nudity,23,2,1,12,151,3559,0,2
7,214,G - All Ages,23,3,0,2,306,3560,0,26
7,10,R - 17+ (violence & profanity),24,0,0,141,165,3561,0,2
5,78,G - All Ages,1,3,1,349,111,3562,4,1
8,1,R - 17+ (violence & profanity),56,0,4,0,15,3563,1,1
7,1,R - 17+ (violence & profanity),58,0,4,0,15,3564,1,1
7,1,R - 17+ (violence & profanity),59,0,4,0,15,3565,1,1
7,10,PG-13 - Teens 13 or older,24,1,0,103,89,3566,0,2
7,1,PG-13 - Teens 13 or older,22,1,0,62,85,3567,3,2
7,6,R+ - Mild Nudity,3,2,0,12,21,3568,3,2
6,12,PG-13 - Teens 13 or older,23,1,0,193,5,3569,0,1
6,1,G - All Ages,25,3,6,12,216,3570,1,1
7,1,R - 17+ (violence & profanity),24,0,1,8,183,3571,3,1
7,93,PG - Children,23,1,0,2,306,3572,0,26
5,1,PG-13 - Teens 13 or older,2,1,0,323,8,3573,3,6
5,25,G - All Ages,2,3,0,76,111,3574,0,1
3,12,R - 17+ (violence & profanity),4,0,2,323,5,3575,0,1
8,25,G - All Ages,25,3,1,2,216,3576,0,0
8,11,PG-13 - Teens 13 or older,24,1,0,6,85,3577,0,1
7,22,R - 17+ (violence & profanity),23,0,0,6,22,3578,0,0
6,11,R - 17+ (violence & profanity),24,0,1,6,85,3579,0,0
7,12,PG-13 - Teens 13 or older,24,1,0,10,8,3580,0,2
7,13,PG-13 - Teens 13 or older,4,1,7,2,185,3581,0,0
7,9,PG-13 - Teens 13 or older,10,1,0,15,280,3582,3,1
6,13,PG-13 - Teens 13 or older,4,1,0,2,4,3583,3,26
7,12,R - 17+ (violence & profanity),23,0,1,8,89,3584,0,1
6,1,R+ - Mild Nudity,11,2,0,309,162,3585,3,1
5,151,G - All Ages,5,3,16,3,41,3586,0,1
6,6,PG-13 - Teens 13 or older,13,1,2,12,20,3587,3,1
5,1,R - 17+ (violence & profanity),15,0,0,171,105,3588,3,1
8,1,PG - Children,53,1,0,65,172,3589,1,0
5,1,G - All Ages,15,3,2,55,216,3590,2,1
6,1,PG-13 - Teens 13 or older,31,1,7,9,28,3591,3,1
5,1,PG - Children,25,1,13,5,105,3592,3,1
5,1,PG-13 - Teens 13 or older,95,1,0,9,41,3593,3,1
7,2,Rx - Hentai,21,2,10,350,186,3594,2,1
7,1,PG-13 - Teens 13 or older,1,1,2,11,29,3595,4,1
7,63,G - All Ages,25,3,0,4,41,3596,0,1
5,1,PG - Children,77,1,0,8,216,3597,1,1
8,1,PG-13 - Teens 13 or older,62,1,1,11,444,3598,1,1
7,1,PG - Children,28,1,2,2,127,3599,3,0
5,1,G - All Ages,29,3,3,0,31,3600,2,1
9,25,PG-13 - Teens 13 or older,22,1,0,11,191,3601,0,1
7,1,R - 17+ (violence & profanity),93,0,1,0,127,3602,3,0
8,7,PG-13 - Teens 13 or older,2,1,0,12,80,3603,3,2
6,13,PG-13 - Teens 13 or older,24,1,0,42,286,3604,0,2
8,10,PG-13 - Teens 13 or older,25,1,1,98,321,3605,0,0
7,1,PG-13 - Teens 13 or older,31,1,0,66,40,3606,3,1
6,12,PG-13 - Teens 13 or older,24,1,1,9,191,3607,0,2
8,12,R - 17+ (violence & profanity),24,0,1,11,179,3608,0,1
6,3,PG-13 - Teens 13 or older,27,1,0,145,321,3609,3,0
8,12,PG-13 - Teens 13 or older,23,1,0,10,191,3610,0,2
6,49,PG - Children,23,1,5,98,216,3611,0,26
5,36,PG-13 - Teens 13 or older,23,1,0,3,3,3612,0,1
7,14,PG-13 - Teens 13 or older,4,1,0,64,124,3613,0,6
7,13,R - 17+ (violence & profanity),24,0,1,5,140,3614,0,1
6,1,Rx - Hentai,25,2,10,59,157,3615,2,2
6,51,PG - Children,24,1,1,2,3,3616,0,26
7,4,R - 17+ (violence & profanity),3,0,0,19,15,3617,3,1
5,1,G - All Ages,90,3,2,145,208,3618,1,2
7,12,PG-13 - Teens 13 or older,11,1,8,5,187,3619,0,0
5,5,G - All Ages,29,3,0,6,40,3620,3,1
7,1,R - 17+ (violence & profanity),98,0,1,24,191,3621,1,1
6,2,PG-13 - Teens 13 or older,29,1,16,141,188,3622,2,0
6,48,PG - Children,5,1,0,51,99,3623,0,5
5,46,G - All Ages,25,3,0,3,3,3624,0,0
5,100,PG - Children,5,1,13,351,41,3625,0,1
7,1,PG-13 - Teens 13 or older,101,1,1,6,85,3626,3,2
8,12,PG-13 - Teens 13 or older,24,1,0,2,40,3627,0,1
6,13,G - All Ages,4,3,0,2,444,3628,0,0
7,1,PG-13 - Teens 13 or older,12,1,1,46,1,3629,3,1
7,1,PG-13 - Teens 13 or older,27,1,0,8,1,3630,2,1
7,1,R+ - Mild Nudity,39,2,0,12,151,3631,2,2
7,12,PG-13 - Teens 13 or older,24,1,0,8,5,3632,0,1
6,12,PG-13 - Teens 13 or older,24,1,1,8,21,3633,0,0
8,13,PG-13 - Teens 13 or older,24,1,0,0,0,3634,0,0
5,164,PG-13 - Teens 13 or older,25,1,0,22,28,3635,0,1
5,283,G - All Ages,5,3,0,3,41,3636,0,1
5,46,PG-13 - Teens 13 or older,25,1,0,230,41,3637,0,1
5,5,PG-13 - Teens 13 or older,5,1,26,2,42,3638,0,1
5,1,PG - Children,20,1,5,5,105,3639,1,1
5,17,PG-13 - Teens 13 or older,25,1,6,22,321,3640,0,1
5,59,PG-13 - Teens 13 or older,25,1,0,3,321,3641,0,1
5,50,PG - Children,25,1,0,53,216,3642,0,1
6,1,PG - Children,31,1,0,22,28,3643,1,1
6,1,R - 17+ (violence & profanity),24,0,17,6,64,3644,3,0
5,25,G - All Ages,3,3,0,102,191,3645,0,1
7,1,PG-13 - Teens 13 or older,28,1,0,19,8,3646,2,1
5,20,PG-13 - Teens 13 or older,25,1,3,22,321,3647,0,1
5,1,G - All Ages,45,3,3,22,28,3648,3,1
5,199,PG - Children,10,1,0,22,28,3649,0,1
7,12,G - All Ages,4,3,0,2,444,3650,0,6
6,10,PG-13 - Teens 13 or older,3,1,0,42,299,3651,0,1
5,6,PG-13 - Teens 13 or older,32,1,8,23,76,3652,2,1
7,1,PG-13 - Teens 13 or older,2,1,0,11,444,3653,4,1
6,1,G - All Ages,4,3,15,12,83,3654,15,2
8,1,PG-13 - Teens 13 or older,50,1,0,17,5,3655,1,2
6,1,G - All Ages,74,3,5,167,208,3656,1,1
7,1,PG-13 - Teens 13 or older,2,1,0,6,17,3657,3,1
8,13,PG-13 - Teens 13 or older,24,1,0,11,183,3658,0,1
7,10,PG-13 - Teens 13 or older,24,1,0,103,165,3659,0,1
6,1,G - All Ages,10,3,5,55,105,3660,3,5
7,12,PG-13 - Teens 13 or older,2,1,0,103,164,3661,0,1
7,1,PG-13 - Teens 13 or older,24,1,0,67,123,3662,2,26
8,12,PG-13 - Teens 13 or older,24,1,0,10,0,3663,0,1
7,10,PG-13 - Teens 13 or older,23,1,0,12,125,3664,0,1
7,12,PG-13 - Teens 13 or older,24,1,2,20,406,3665,0,26
7,12,PG-13 - Teens 13 or older,23,1,0,20,104,3666,0,1
7,1,R - 17+ (violence & profanity),89,0,1,8,4,3667,1,26
6,12,PG-13 - Teens 13 or older,23,1,16,10,112,3668,0,1
6,13,PG-13 - Teens 13 or older,5,1,0,8,104,3669,3,2
9,25,PG-13 - Teens 13 or older,24,1,0,24,15,3670,0,1
6,1,G - All Ages,1,3,0,3,179,3671,3,1
8,1,PG-13 - Teens 13 or older,23,1,3,6,40,3672,2,1
6,1,PG-13 - Teens 13 or older,10,1,14,93,216,3673,3,1
7,12,R - 17+ (violence & profanity),24,0,0,2,389,3674,0,0
6,3,PG-13 - Teens 13 or older,3,1,15,3,111,3675,4,1
5,1,G - All Ages,2,3,15,92,189,3676,15,15
7,12,PG-13 - Teens 13 or older,23,1,0,12,80,3677,0,1
7,1,PG - Children,23,1,0,2,306,3678,3,1
7,1,PG-13 - Teens 13 or older,15,1,8,12,216,3679,2,1
5,26,PG - Children,5,1,16,25,172,3680,0,5
6,3,Rx - Hentai,30,2,7,352,228,3681,2,2
8,2,PG-13 - Teens 13 or older,24,1,0,33,0,3682,2,1
8,26,PG-13 - Teens 13 or older,23,1,1,6,191,3683,0,2
7,13,R - 17+ (violence & profanity),24,0,1,141,127,3684,0,2
7,2,Rx - Hentai,31,2,8,59,120,3685,2,1
8,1,PG-13 - Teens 13 or older,15,1,0,17,5,3686,1,1
5,10,PG-13 - Teens 13 or older,4,1,0,105,35,3687,4,1
7,2,PG-13 - Teens 13 or older,13,1,0,19,20,3688,3,0
8,13,R - 17+ (violence & profanity),23,0,0,19,128,3689,0,1
7,12,R - 17+ (violence & profanity),24,0,0,17,0,3690,0,2
7,1,PG-13 - Teens 13 or older,5,1,15,12,216,3691,15,1
7,1,PG-13 - Teens 13 or older,25,1,21,353,36,3692,1,0
8,24,R - 17+ (violence & profanity),24,0,1,24,123,3693,0,1
7,1,PG-13 - Teens 13 or older,25,1,3,354,47,3694,1,0
7,7,PG-13 - Teens 13 or older,6,1,16,12,80,3695,3,0
5,1,PG-13 - Teens 13 or older,15,1,27,67,15,3696,3,2
6,12,PG-13 - Teens 13 or older,3,1,0,101,390,3697,0,1
7,1,R - 17+ (violence & profanity),24,0,0,103,89,3698,2,2
7,1,PG-13 - Teens 13 or older,85,1,3,167,321,3699,1,1
6,12,PG-13 - Teens 13 or older,23,1,8,223,133,3700,0,2
7,12,PG-13 - Teens 13 or older,24,1,0,6,85,3701,0,0
5,3,PG-13 - Teens 13 or older,55,1,4,0,216,3702,3,1
6,6,R+ - Mild Nudity,4,2,1,10,21,3703,3,1
6,51,PG - Children,22,1,1,2,321,3704,0,1
7,1,G - All Ages,71,3,17,336,321,3705,1,0
7,12,R+ - Mild Nudity,24,2,0,141,190,3706,0,2
6,1,Rx - Hentai,28,2,10,59,120,3707,2,1
6,12,PG-13 - Teens 13 or older,3,1,0,311,157,3708,0,1
7,1,PG-13 - Teens 13 or older,5,1,0,67,5,3709,2,6
7,12,PG-13 - Teens 13 or older,23,1,1,12,1,3710,0,1
7,10,PG-13 - Teens 13 or older,23,1,0,17,1,3711,0,1
6,12,PG-13 - Teens 13 or older,24,1,2,20,150,3712,0,26
7,24,R - 17+ (violence & profanity),24,0,1,12,20,3713,0,1
5,1,PG-13 - Teens 13 or older,39,1,2,16,203,3714,2,1
8,25,PG-13 - Teens 13 or older,24,1,11,25,3,3715,0,1
7,1,PG-13 - Teens 13 or older,52,1,3,2,179,3716,1,0
7,51,PG-13 - Teens 13 or older,1,1,0,6,0,3717,3,1
7,2,PG-13 - Teens 13 or older,2,1,0,323,164,3718,3,1
5,4,R+ - Mild Nudity,8,2,1,12,21,3719,3,0
6,1,PG - Children,88,1,3,55,191,3720,1,2
6,4,PG-13 - Teens 13 or older,3,1,16,65,390,3721,0,26
8,12,PG-13 - Teens 13 or older,23,1,0,20,112,3722,0,1
7,15,PG - Children,4,1,0,2,124,3723,0,1
8,12,PG-13 - Teens 13 or older,23,1,0,8,40,3724,0,1
9,1,PG-13 - Teens 13 or older,45,1,2,6,38,3725,3,1
8,1,R - 17+ (violence & profanity),113,0,1,18,15,3726,1,0
7,12,R - 17+ (violence & profanity),24,0,0,12,7,3727,0,1
7,6,R+ - Mild Nudity,3,2,0,29,2,3728,3,1
7,1,G - All Ages,96,3,0,129,28,3729,1,1
8,12,PG-13 - Teens 13 or older,24,1,0,9,40,3730,0,1
7,6,R+ - Mild Nudity,5,2,1,10,158,3731,3,2
7,13,R+ - Mild Nudity,23,2,4,5,21,3732,0,1
8,24,PG-13 - Teens 13 or older,13,1,0,355,151,3733,0,1
7,13,PG-13 - Teens 13 or older,24,1,1,12,216,3734,0,0
7,13,PG-13 - Teens 13 or older,24,1,0,62,85,3735,0,2
5,12,PG - Children,5,1,5,106,13,3736,0,1
8,1,PG - Children,95,1,0,43,28,3737,1,1
8,1,R - 17+ (violence & profanity),98,0,1,6,85,3738,1,26
5,26,PG - Children,25,1,5,20,179,3739,0,1
6,12,PG-13 - Teens 13 or older,23,1,0,2,0,3740,0,1
7,12,PG-13 - Teens 13 or older,24,1,1,239,89,3741,0,26
7,2,Rx - Hentai,19,2,8,198,91,3742,2,1
7,13,PG-13 - Teens 13 or older,30,1,0,29,1,3743,3,2
8,1,G - All Ages,103,3,3,18,128,3744,1,2
7,11,PG-13 - Teens 13 or older,23,1,0,6,85,3745,0,2
7,12,PG-13 - Teens 13 or older,23,1,2,10,40,3746,0,2
7,13,PG-13 - Teens 13 or older,23,1,1,19,20,3747,0,0
6,4,PG-13 - Teens 13 or older,3,1,4,0,15,3748,3,1
6,3,PG-13 - Teens 13 or older,7,1,4,356,15,3749,4,0
7,12,PG-13 - Teens 13 or older,23,1,0,6,17,3750,0,15
7,148,PG-13 - Teens 13 or older,24,1,1,2,131,3751,0,1
6,1,PG-13 - Teens 13 or older,1,1,1,12,83,3752,4,1
8,1,PG-13 - Teens 13 or older,83,1,0,8,80,3753,1,0
6,1,PG-13 - Teens 13 or older,28,1,16,19,413,3754,2,2
7,1,R+ - Mild Nudity,44,2,0,357,151,3755,2,2
8,2,R - 17+ (violence & profanity),18,0,0,6,172,3756,3,0
8,1,PG-13 - Teens 13 or older,20,1,0,29,125,3757,2,1
6,25,PG-13 - Teens 13 or older,24,1,1,18,0,3758,0,0
7,12,PG-13 - Teens 13 or older,24,1,0,2,191,3759,0,1
6,1,PG - Children,24,1,0,2,306,3760,3,26
6,1,PG - Children,48,1,0,2,306,3761,3,1
7,1,PG - Children,48,1,15,2,179,3762,1,26
7,33,PG-13 - Teens 13 or older,24,1,1,20,105,3763,0,0
8,12,PG-13 - Teens 13 or older,23,1,1,5,104,3764,0,1
8,10,PG-13 - Teens 13 or older,24,1,0,7,15,3765,2,1
5,1,G - All Ages,8,3,13,201,255,3766,1,1
7,1,G - All Ages,14,3,11,24,1,3767,3,1
6,12,R+ - Mild Nudity,24,2,0,12,16,3768,0,1
7,1,Rx - Hentai,29,2,10,59,120,3769,2,1
8,12,R - 17+ (violence & profanity),24,0,1,358,164,3770,0,26
7,12,PG-13 - Teens 13 or older,23,1,4,19,8,3771,0,2
7,12,PG-13 - Teens 13 or older,11,1,8,5,187,3772,0,0
7,1,PG-13 - Teens 13 or older,40,1,8,12,216,3773,3,1
8,5,R - 17+ (violence & profanity),25,0,0,6,17,3774,0,2
7,12,PG-13 - Teens 13 or older,13,1,0,12,413,3775,0,1
8,12,PG-13 - Teens 13 or older,24,1,0,42,1,3776,0,1
7,1,PG-13 - Teens 13 or older,13,1,0,359,85,3777,3,1
7,24,PG-13 - Teens 13 or older,23,1,1,6,85,3778,0,2
9,10,PG-13 - Teens 13 or older,24,1,2,6,38,3779,0,1
5,2,PG - Children,40,1,0,55,105,3780,2,1
5,12,PG - Children,1,1,13,360,155,3781,0,1
8,12,PG-13 - Teens 13 or older,23,1,0,10,15,3782,0,1
7,26,PG-13 - Teens 13 or older,4,1,0,0,15,3783,0,1
6,1,R - 17+ (violence & profanity),23,0,1,22,57,3784,3,1
8,102,PG-13 - Teens 13 or older,24,1,0,2,85,3785,0,1
7,1,PG-13 - Teens 13 or older,23,1,0,103,165,3786,2,1
7,1,PG-13 - Teens 13 or older,12,1,0,103,104,3787,3,1
6,1,Rx - Hentai,16,2,10,361,191,3788,2,0
8,5,PG-13 - Teens 13 or older,24,1,1,6,192,3789,2,1
6,51,PG - Children,23,1,13,147,105,3790,0,26
8,12,PG-13 - Teens 13 or older,22,1,2,5,3,3791,0,1
6,4,PG-13 - Teens 13 or older,8,1,0,280,216,3792,4,1
7,12,PG-13 - Teens 13 or older,3,1,0,103,157,3793,0,1
9,11,PG-13 - Teens 13 or older,23,1,3,6,179,3794,0,1
8,10,R - 17+ (violence & profanity),24,0,0,6,85,3795,0,1
8,13,PG-13 - Teens 13 or older,24,1,0,9,80,3796,0,2
7,12,PG-13 - Teens 13 or older,24,1,0,9,8,3797,0,1
8,24,R - 17+ (violence & profanity),23,0,1,69,112,3798,0,1
6,12,R+ - Mild Nudity,24,2,0,239,156,3799,0,2
8,13,PG-13 - Teens 13 or older,24,1,0,12,80,3800,0,0
7,12,R - 17+ (violence & profanity),24,0,21,124,1,3801,0,26
8,12,R - 17+ (violence & profanity),28,0,1,6,24,3802,0,2
8,12,R - 17+ (violence & profanity),24,0,1,24,3,3803,0,1
5,20,PG-13 - Teens 13 or older,30,1,16,277,321,3804,2,1
5,1,G - All Ages,31,3,2,277,321,3805,2,1
5,1,G - All Ages,30,3,5,277,321,3806,2,1
7,2,PG-13 - Teens 13 or older,2,1,0,323,164,3807,3,1
7,26,G - All Ages,25,3,5,25,179,3808,0,4
6,1,PG-13 - Teens 13 or older,23,1,0,2,2,3809,3,1
4,5,PG-13 - Teens 13 or older,7,1,1,362,507,3810,4,26
6,10,G - All Ages,10,3,0,25,238,3811,0,1
5,1,PG-13 - Teens 13 or older,3,1,1,33,15,3812,15,15
7,12,R - 17+ (violence & profanity),24,0,1,12,15,3813,0,1
6,1,PG-13 - Teens 13 or older,16,1,1,20,216,3814,3,1
5,13,PG - Children,9,1,0,197,110,3815,0,1
5,27,PG - Children,9,1,0,197,110,3816,0,1
5,48,PG - Children,9,1,2,25,121,3817,0,1
8,4,PG-13 - Teens 13 or older,27,1,9,33,42,3818,0,1
8,24,R - 17+ (violence & profanity),23,0,1,11,191,3819,0,1
6,13,PG-13 - Teens 13 or older,4,1,7,2,185,3820,0,0
6,13,R - 17+ (violence & profanity),24,0,1,9,4,3821,0,26
5,12,G - All Ages,1,3,0,18,28,3822,4,1
5,12,G - All Ages,4,3,0,18,28,3823,4,1
7,12,R - 17+ (violence & profanity),24,0,1,20,89,3824,0,2
7,1,R - 17+ (violence & profanity),93,0,1,6,174,3825,1,1
7,13,R - 17+ (violence & profanity),24,0,1,24,444,3826,0,1
7,2,R - 17+ (violence & profanity),26,0,1,348,444,3827,2,1
7,52,PG - Children,25,1,2,2,413,3828,0,0
7,12,R - 17+ (violence & profanity),23,0,1,6,85,3829,0,0
6,51,PG-13 - Teens 13 or older,11,1,2,82,306,3830,0,26
8,12,PG-13 - Teens 13 or older,22,1,0,5,127,3831,0,6
8,25,R - 17+ (violence & profanity),24,0,6,76,321,3832,0,1
7,1,G - All Ages,2,3,8,341,339,3833,3,0
6,1,G - All Ages,1,3,3,6,24,3834,1,1
7,12,PG-13 - Teens 13 or older,23,1,0,48,125,3835,0,2
7,12,PG-13 - Teens 13 or older,23,1,0,10,16,3836,0,2
6,1,PG-13 - Teens 13 or older,3,1,1,91,216,3837,3,26
5,24,PG-13 - Teens 13 or older,11,1,0,8,406,3838,0,0
5,5,G - All Ages,25,3,12,34,208,3839,0,1
5,26,G - All Ages,24,3,0,3,41,3840,0,1
5,26,PG - Children,25,1,0,3,216,3841,0,1
6,1,PG-13 - Teens 13 or older,5,1,0,147,91,3842,15,26
6,12,PG-13 - Teens 13 or older,23,1,0,7,5,3843,0,26
5,13,PG-13 - Teens 13 or older,23,1,11,12,83,3844,0,0
7,1,G - All Ages,71,3,2,336,321,3845,1,0
7,1,PG-13 - Teens 13 or older,26,1,0,363,389,3846,3,1
6,13,PG-13 - Teens 13 or older,24,1,0,5,8,3847,0,2
7,24,R - 17+ (violence & profanity),24,0,1,20,20,3848,0,0
7,140,PG - Children,23,1,8,2,179,3849,0,26
7,4,PG-13 - Teens 13 or older,10,1,8,12,33,3850,3,0
8,12,R - 17+ (violence & profanity),24,0,1,6,193,3851,0,2
7,12,PG-13 - Teens 13 or older,24,1,1,5,406,3852,0,26
7,13,PG-13 - Teens 13 or older,24,1,2,12,194,3853,0,0
8,1,PG-13 - Teens 13 or older,63,1,0,20,133,3854,2,1
7,1,PG-13 - Teens 13 or older,11,1,0,103,104,3855,2,1
6,13,PG-13 - Teens 13 or older,2,1,0,17,5,3856,0,1
7,12,R+ - Mild Nudity,23,2,1,141,165,3857,0,2
8,1,PG-13 - Teens 13 or older,111,1,1,12,7,3858,1,0
8,12,PG-13 - Teens 13 or older,24,1,0,2,105,3859,0,1
6,26,PG-13 - Teens 13 or older,24,1,1,20,216,3860,0,0
8,12,PG-13 - Teens 13 or older,23,1,0,48,150,3861,0,1
9,22,PG-13 - Teens 13 or older,22,1,3,6,85,3862,0,1
8,12,PG-13 - Teens 13 or older,23,1,0,6,85,3863,0,2
7,1,R+ - Mild Nudity,114,2,4,364,22,3864,1,2
7,11,R - 17+ (violence & profanity),23,0,1,18,179,3865,0,0
8,11,R - 17+ (violence & profanity),22,0,19,6,164,3866,0,0
8,12,PG-13 - Teens 13 or older,24,1,0,2,104,3867,0,1
8,1,R+ - Mild Nudity,51,2,1,105,406,3868,1,1
7,4,PG - Children,24,1,0,2,306,3869,3,26
6,1,G - All Ages,31,3,3,277,321,3870,2,1
7,1,Rx - Hentai,23,2,10,59,157,3871,2,2
