Name,Score,Genres,Type,Episodes,Rating,Producers,Studios,Source,Duration,Duration_format,Rating_format,Genre_format,Producers_format,Studios_format
Kareshi Kanojo no Jijou,7.61,"Comedy, Drama, Romance, School, Shoujo, Slice of Life",TV,26,PG-13 - Teens 13 or older,"TV Tokyo, GANSIS","Gainax, J.C.Staff",Manga,24 min. per ep.,24,PG-13,Comedy,TV Tokyo,J.C.Staff
Kono Minikuku mo Utsukushii Sekai,6.76,"Sci-Fi, Comedy, Drama, Magic, Romance, Ecchi",TV,12,R+ - Mild Nudity,"Geneon Universal Entertainment, TBS, Rondo Robe, Movic","Gainax, Shaft",Original,24 min. per ep.,24,R+,Comedy,Movic,Shaft
Kimi ga Nozomu Eien,7.24,"Drama, Romance, Slice of Life",TV,14,R+ - Mild Nudity,"Lantis, Media Factory, Age",Studio Fantasia,Novel,23 min. per ep.,23,R+,Drama,Lantis,Studio Fantasia
Loveless,6.86,"Action, Mystery, Supernatural, Drama, Romance, Fantasy, Josei, Shounen Ai",TV,12,PG-13 - Teens 13 or older,"Bandai Visual, TV Asahi, Movic",J.C.Staff,Manga,24 min. per ep.,24,PG-13,Action,Bandai Visual,J.C.Staff
Blood+,7.66,"Action, Military, Mystery, Horror, Supernatural, Drama, Vampire",TV,50,R - 17+ (violence & profanity),"Aniplex, Mainichi Broadcasting System",Production I.G,Original,24 min. per ep.,24,R,Action,Aniplex,Production I.G
Re: Cutey Honey,7.12,"Action, Sci-Fi, Comedy, Ecchi, Shoujo Ai",OVA,3,R+ - Mild Nudity,Toei Video,"Gainax, Toei Animation",Manga,46 min. per ep.,46,R+,Comedy,Toei Video,Toei Animation
Solty Rei,7.28,"Action, Sci-Fi, Super Power",TV,24,R - 17+ (violence & profanity),"AIC, TV Asahi, Sotsu Music Publishing",Gonzo,Original,23 min. per ep.,23,R,Action,TV Asahi,Gonzo
Juuni Kokuki,8.06,"Action, Adventure, Fantasy, Magic, Supernatural",TV,45,PG-13 - Teens 13 or older,Sogo Vision,Studio Pierrot,Novel,25 min. per ep.,25,PG-13,Action,Sogo Vision,Studio Pierrot
Shaman King,7.78,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",TV,64,PG-13 - Teens 13 or older,"TV Tokyo, Nihon Ad Systems, TV Tokyo Music",Xebec,Manga,23 min. per ep.,23,PG-13,Comedy,TV Tokyo,Xebec
X/1999,6.59,"Action, Drama, Fantasy, Horror, Magic, Sci-Fi, Supernatural",Movie,1,R - 17+ (violence & profanity),"Kadokawa Shoten, Victor Entertainment, Marubeni, Movic, Sega, Shelty",Madhouse,Manga,1 hr. 37 min.,97,R,Action,Movic,Madhouse
X,7.43,"Action, Super Power, Drama, Magic, Romance, Fantasy, Shoujo",TV,24,R+ - Mild Nudity,"Bandai Visual, Kadokawa Shoten, d-rights, chara-ani.com",Madhouse,Manga,24 min. per ep.,24,R+,Action,Bandai Visual,Madhouse
Mahou Sensei Negima!,6.98,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen, Super Power, Supernatural",TV,26,PG-13 - Teens 13 or older,Starchild Records,Xebec,Manga,23 min. per ep.,23,PG-13,Comedy,Starchild Records,Xebec
Maria-sama ga Miteru,7.34,"Slice of Life, Drama, Romance, Shoujo, Shoujo Ai",TV,13,PG-13 - Teens 13 or older,"Rondo Robe, TV Tokyo Music",Studio Deen,Novel,24 min. per ep.,24,PG-13,Drama,TV Tokyo Music,Studio Deen
Boukyaku no Senritsu,6.34,"Adventure, Fantasy, Horror, Mecha, Psychological, Sci-Fi, Shounen, Space, Supernatural",TV,24,PG-13 - Teens 13 or older,"Kadokawa Shoten, TBS, KENMedia","Gainax, J.C.Staff",Manga,23 min. per ep.,23,PG-13,Fantasy,TBS,J.C.Staff
"Ima, Soko ni Iru Boku",7.66,"Adventure, Drama, Fantasy, Military, Sci-Fi",TV,13,R - 17+ (violence & profanity),"Victor Entertainment, Pioneer LDC, Rakuonsha",AIC,Original,25 min. per ep.,25,R,Fantasy,Rakuonsha,AIC
Peace Maker Kurogane,7.33,"Action, Comedy, Historical, Samurai, Shounen",TV,24,R - 17+ (violence & profanity),"GDH, TV Asahi, Imagica",Gonzo,Manga,24 min. per ep.,24,R,Comedy,TV Asahi,Gonzo
Pita Ten,6.94,"Comedy, Fantasy, Kids, Romance, School, Shounen",TV,26,G - All Ages,Broccoli,Madhouse,Manga,24 min. per ep.,24,G,Comedy,Broccoli,Madhouse
Power Stone,6.48,"Adventure, Comedy, Fantasy, Historical, Shounen",TV,26,PG - Children,Avex Entertainment,Studio Pierrot,Game,20 min. per ep.,20,PG-13,Comedy,Avex Entertainment,Studio Pierrot
Mononoke Hime,8.72,"Action, Adventure, Fantasy",Movie,1,PG-13 - Teens 13 or older,"Tokuma Shoten, Nippon Television Network",Studio Ghibli,Original,2 hr. 15 min.,135,PG-13,Action,Nippon Television Network,Studio Ghibli
RahXephon,7.42,"Action, Drama, Mecha, Music, Mystery, Psychological, Romance, Sci-Fi",TV,26,PG-13 - Teens 13 or older,"Asatsu DK, Fuji TV",Bones,Original,23 min. per ep.,23,PG-13,Action,Fuji TV,Bones
Samurai 7,7.48,"Historical, Mecha, Samurai, Sci-Fi",TV,26,PG-13 - Teens 13 or older,"GDH, Sotsu Music Publishing",Gonzo,Manga,26 min. per ep.,26,PG-13,Sci-Fi,GDH,Gonzo
Scrapped Princess,7.41,"Sci-Fi, Adventure, Comedy, Drama, Fantasy, Mecha, Shounen",TV,24,PG-13 - Teens 13 or older,"Kadokawa Shoten, A-Line",Bones,Novel,23 min. per ep.,23,PG-13,Comedy,Kadokawa Shoten,Bones
s.CRY.ed,7.38,"Action, Sci-Fi, Adventure, Super Power, Drama",TV,26,PG-13 - Teens 13 or older,Yomiko Advertising,Sunrise,Original,24 min. per ep.,24,PG-13,Action,Yomiko Advertising,Sunrise
Shingetsutan Tsukihime,6.91,"Action, Horror, Mystery, Romance, Super Power, Supernatural, Vampire",TV,12,R - 17+ (violence & profanity),"TBS, Rondo Robe, Movic",J.C.Staff,Novel,24 min. per ep.,24,R,Action,Movic,J.C.Staff
Slam Dunk,8.53,"Comedy, Drama, School, Shounen, Sports",TV,101,PG-13 - Teens 13 or older,"TV Asahi, Animax",Toei Animation,Manga,23 min. per ep.,23,PG-13,Comedy,TV Asahi,Toei Animation
Tactics,7.23,"Mystery, Comedy, Historical, Demons, Supernatural, Drama, Shounen",TV,25,PG-13 - Teens 13 or older,"Studio Izena, MediaNet",Studio Deen,Manga,24 min. per ep.,24,PG-13,Comedy,MediaNet,Studio Deen
Tenjou Tenge,6.93,"Action, Ecchi, Martial Arts, Comedy, Super Power, School, Shounen",TV,24,R - 17+ (violence & profanity),TV Asahi,Madhouse,Manga,23 min. per ep.,23,R,Comedy,TV Asahi,Madhouse
Tokyo Underground,6.63,"Action, Adventure, Romance, Sci-Fi, Shounen, Super Power",TV,26,PG-13 - Teens 13 or older,TV Tokyo Music,Studio Pierrot,Manga,25 min. per ep.,25,PG-13,Action,TV Tokyo Music,Studio Pierrot
Triangle Heart: Sweet Songs Forever,6.19,"Adventure, Romance",OVA,4,PG-13 - Teens 13 or older,Discovery,Seven Arcs,Novel,28 min. per ep.,28,PG-13,Adventure,Discovery,Seven Arcs
Tsubasa Chronicle,7.55,"Action, Adventure, Fantasy, Magic, Romance, Supernatural, Shounen",TV,26,PG-13 - Teens 13 or older,"NHK, Kodansha",Bee Train,Manga,25 min. per ep.,25,PG-13,Action,Kodansha,Bee Train
Ultra Maniac,7.18,"Comedy, Magic, Romance, School, Shoujo",TV,26,G - All Ages,"WAO World, Studio Jack",Production Reed,Manga,24 min. per ep.,24,G,Comedy,Studio Jack,Production Reed
Vandread,7.21,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",TV,13,PG-13 - Teens 13 or older,"GDH, Dentsu, Media Factory",Gonzo,Original,22 min. per ep.,22,PG-13,Action,Dentsu,Gonzo
Vandread: The Second Stage,7.42,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",TV,13,PG-13 - Teens 13 or older,"GDH, Dentsu, Media Factory",Gonzo,Original,22 min. per ep.,22,PG-13,Action,Dentsu,Gonzo
Tenkuu no Escaflowne,7.7,"Adventure, Psychological, Romance, Fantasy, Mecha",TV,26,PG-13 - Teens 13 or older,"TV Tokyo, Bandai Visual",Sunrise,Original,24 min. per ep.,24,PG-13,Fantasy,TV Tokyo,Sunrise
Whistle!,7.39,"School, Shounen, Sports",TV,39,G - All Ages,Marvelous,Studio Comet,Manga,24 min. per ep.,24,G,Shounen,Marvelous,Studio Comet
Xenosaga The Animation,6.37,"Action, Mecha, Sci-Fi, Shounen, Space",TV,12,PG-13 - Teens 13 or older,Happinet Pictures,Toei Animation,Game,23 min. per ep.,23,PG-13,Action,Happinet Pictures,Toei Animation
Initial D First Stage,8.29,"Action, Cars, Drama, Seinen, Sports",TV,26,PG-13 - Teens 13 or older,"OB Planning, Fuji TV","Gallop, Studio Comet",Manga,25 min. per ep.,25,PG-13,Action,Fuji TV,Gallop
Initial D Second Stage,8.12,"Action, Cars, Drama, Seinen, Sports",TV,13,PG-13 - Teens 13 or older,"OB Planning, Fuji TV",Pastel,Manga,23 min. per ep.,23,PG-13,Action,Fuji TV,Pastel
Initial D Third Stage,7.89,"Action, Cars, Sports, Drama, Romance, Seinen",Movie,1,PG-13 - Teens 13 or older,OB Planning,Studio Deen,Manga,1 hr. 45 min.,105,PG-13,Action,OB Planning,Studio Deen
Love Hina,7.14,"Comedy, Ecchi, Harem, Romance, Shounen, Slice of Life",TV,24,PG-13 - Teens 13 or older,"Production I.G, TV Tokyo, Yomiko Advertising",Xebec,Manga,23 min. per ep.,23,PG-13,Comedy,TV Tokyo,Xebec
Love Hina Again,7.25,"Comedy, Drama, Ecchi, Romance, Shounen",OVA,3,PG-13 - Teens 13 or older,"Starchild Records, Audio Tanaka",Xebec,Manga,30 min. per ep.,30,PG-13,Comedy,Starchild Records,Xebec
Love Hina Christmas Special: Silent Eve,7.34,"Slice of Life, Comedy, Romance",Special,1,PG-13 - Teens 13 or older,Yomiko Advertising,Xebec,Manga,46 min.,46,PG-13,Comedy,Yomiko Advertising,Xebec
Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,7.21,"Adventure, Comedy, Romance",Special,1,PG-13 - Teens 13 or older,Yomiko Advertising,Xebec,Manga,46 min.,46,PG-13,Comedy,Yomiko Advertising,Xebec
Maburaho,6.8,"Comedy, Drama, Ecchi, Harem, Magic, Romance, School",TV,24,R+ - Mild Nudity,"Kadokawa Shoten, KlockWorx, Happinet Pictures, Sony PCL",J.C.Staff,Novel,24 min. per ep.,24,R+,Comedy,KlockWorx,J.C.Staff
Macross Zero,7.55,"Adventure, Mecha, Military, Sci-Fi, Shounen",OVA,5,R+ - Mild Nudity,Bandai Visual,Satelight,Original,30 min. per ep.,30,R+,Sci-Fi,Bandai Visual,Satelight
Onegai☆Teacher,7.17,"Sci-Fi, Comedy, Drama, Romance, School",TV,12,PG-13 - Teens 13 or older,"Bandai Visual, Genco",Daume,Original,23 min. per ep.,23,PG-13,Comedy,Bandai Visual,Daume
Onegai☆Twins,6.88,"Comedy, Drama, Harem, School, Sci-Fi",TV,12,PG-13 - Teens 13 or older,"Bandai Visual, Genco, Lantis",Daume,Original,25 min. per ep.,25,PG-13,Comedy,Lantis,Daume
Rizelmine,6.55,"Sci-Fi, Comedy, Romance, Ecchi, School",TV,24,R+ - Mild Nudity,m.o.e.,"Madhouse, Imagin",Manga,15 min. per ep.,15,R+,Comedy,m.o.e.,Madhouse
Speed Grapher,7.35,"Action, Mystery, Super Power",TV,24,R+ - Mild Nudity,"TV Asahi, WAO World, TAP",Gonzo,Original,23 min. per ep.,23,R+,Action,TV Asahi,Gonzo
Sen to Chihiro no Kamikakushi,8.83,"Adventure, Supernatural, Drama",Movie,1,PG - Children,Toho,Studio Ghibli,Original,2 hr. 5 min.,125,PG-13,Drama,Toho,Studio Ghibli
Video Girl Ai,7.21,"Comedy, Drama, Ecchi, Romance",OVA,6,R+ - Mild Nudity,Shueisha,Production I.G,Manga,29 min. per ep.,29,R+,Comedy,Shueisha,Production I.G
Wolf's Rain,7.82,"Action, Adventure, Drama, Fantasy, Mystery, Sci-Fi",TV,26,PG-13 - Teens 13 or older,"Bandai Visual, Asatsu DK, Fuji TV",Bones,Original,23 min. per ep.,23,PG-13,Action,Bandai Visual,Bones
Words Worth,6.75,"Adventure, Hentai, Demons, Magic, Fantasy",OVA,5,Rx - Hentai,Green Bunny,Arms,Novel,30 min. per ep.,30,R+,Fantasy,Green Bunny,Arms
Samurai Champloo,8.5,"Action, Adventure, Comedy, Historical, Samurai, Shounen",TV,26,R - 17+ (violence & profanity),"Victor Entertainment, Fuji TV, Barnum Studio, Tokuma Shoten, flying DOG",Manglobe,Original,24 min. per ep.,24,R,Comedy,Fuji TV,Manglobe
Lodoss-tou Senki: Eiyuu Kishi Den,7.16,"Action, Adventure, Drama, Magic, Romance, Fantasy",TV,27,PG-13 - Teens 13 or older,"Kadokawa Shoten, Yomiko Advertising, Marubeni",AIC,Novel,24 min. per ep.,24,PG-13,Action,Kadokawa Shoten,AIC
Lodoss-tou Senki,7.4,"Action, Adventure, Fantasy, Magic, Shounen, Supernatural",OVA,13,R - 17+ (violence & profanity),"Kadokawa Shoten, TBS, Marubeni",Madhouse,Novel,25 min. per ep.,25,R,Action,TBS,Madhouse
R.O.D: Read or Die,7.67,"Action, Sci-Fi, Adventure, Mystery, Historical, Magic",OVA,3,PG-13 - Teens 13 or older,"Aniplex, SME Visual Works",Studio Deen,Novel,33 min. per ep.,33,PG-13,Action,Aniplex,Studio Deen
R.O.D: The TV,7.55,"Action, Sci-Fi, Adventure, Comedy, Super Power, Drama",TV,26,PG-13 - Teens 13 or older,"Aniplex, Studio Deen, Broccoli, Sony Music Entertainment",J.C.Staff,Novel,25 min. per ep.,25,PG-13,Comedy,Aniplex,J.C.Staff
Ranma ½,7.76,"Slice of Life, Comedy, Martial Arts, Fantasy, Shounen",TV,161,R+ - Mild Nudity,"Shogakukan-Shueisha Productions, Kitty Films, Fuji TV, Shogakukan",Studio Deen,Manga,24 min. per ep.,24,R+,Comedy,Fuji TV,Studio Deen
Project A-Ko,6.86,"Action, Adventure, Comedy, Mecha, Sci-Fi, Super Power",Movie,1,PG-13 - Teens 13 or older,Soeishinsha,APPP,Original,1 hr. 24 min.,84,PG-13,Comedy,Soeishinsha,APPP
Pia Carrot e Youkoso!!: Sayaka no Koi Monogatari,5.94,"Comedy, Romance",Movie,1,PG-13 - Teens 13 or older,"Geneon Universal Entertainment, I-move",Bones,Novel,48 min.,48,PG-13,Comedy,Geneon Universal Entertainment,Bones
Kidou Senkan Nadesico,7.52,"Action, Comedy, Mecha, Military, Parody, Romance, Sci-Fi, Shounen, Space",TV,26,PG-13 - Teens 13 or older,"Starchild Records, Yomiko Advertising, Audio Tanaka",Xebec,Original,23 min. per ep.,23,PG-13,Comedy,Starchild Records,Xebec
Kidou Senkan Nadesico: The Prince of Darkness,6.77,"Action, Comedy, Drama, Mecha, Psychological, Sci-Fi, Shounen, Space",Movie,1,R - 17+ (violence & profanity),"TV Tokyo, Starchild Records, Kadokawa Shoten, Toei Video, Movic, Sega, King Records, Audio Tanaka",Xebec,Original,1 hr. 19 min.,79,R,Comedy,TV Tokyo,Xebec
Mezzo Forte,6.65,"Action, Comedy, Hentai, Sci-Fi",OVA,2,Rx - Hentai,Green Bunny,Arms,Original,30 min. per ep.,30,R+,Comedy,Green Bunny,Arms
Mezzo DSA,6.68,"Action, Adventure, Comedy, Mystery, Sci-Fi",TV,13,R+ - Mild Nudity,"Studio Pierrot, Shochiku, Memory-Tech, Happinet Pictures",Arms,Original,25 min. per ep.,25,R+,Comedy,Shochiku,Arms
Dragon Ball,8.0,"Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",TV,153,PG-13 - Teens 13 or older,Fuji TV,Toei Animation,Manga,24 min. per ep.,24,PG-13,Comedy,Fuji TV,Toei Animation
Dragon Ball GT,6.48,"Action, Sci-Fi, Adventure, Comedy, Super Power, Magic, Fantasy, Shounen",TV,64,PG-13 - Teens 13 or older,Fuji TV,Toei Animation,Manga,23 min. per ep.,23,PG-13,Comedy,Fuji TV,Toei Animation
Elfen Lied,7.56,"Action, Horror, Psychological, Supernatural, Drama, Romance, Seinen",TV,13,R+ - Mild Nudity,"VAP, Genco",Arms,Manga,25 min. per ep.,25,R+,Action,Genco,Arms
FLCL,8.03,"Action, Sci-Fi, Comedy, Parody, Dementia, Psychological, Mecha",OVA,6,PG-13 - Teens 13 or older,"Starchild Records, GANSIS","Gainax, Production I.G",Original,25 min. per ep.,25,PG-13,Comedy,Starchild Records,Production I.G
Jigoku Shoujo,7.65,"Mystery, Horror, Psychological, Supernatural",TV,26,R - 17+ (violence & profanity),"Aniplex, SKY Perfect Well Think",Studio Deen,Original,25 min. per ep.,25,R,Supernatural,Aniplex,Studio Deen
Ninin ga Shinobuden,6.92,"Comedy, Parody, Martial Arts",TV,12,R - 17+ (violence & profanity),"Toshiba Entertainment, Happinet Pictures",ufotable,Manga,24 min. per ep.,24,R,Comedy,Happinet Pictures,ufotable
Air Master,7.02,"Action, Comedy, Martial Arts, Seinen",TV,27,R - 17+ (violence & profanity),"VAP, Nippon Television Network",Toei Animation,Manga,24 min. per ep.,24,R,Comedy,VAP,Toei Animation
Asagiri no Miko,6.18,"Action, Comedy, Supernatural, Fantasy, Seinen",TV,26,PG - Children,"Starchild Records, TV Tokyo Music, Shounen Gahousha","Chaos Project, GANSIS",Manga,12 min. per ep.,12,PG-13,Comedy,Starchild Records,Chaos Project
Cardcaptor Sakura,8.16,"Adventure, Comedy, Drama, Magic, Romance, Fantasy, School, Shoujo",TV,70,PG - Children,"NHK, Kodansha, Sogo Vision, YTV",Madhouse,Manga,25 min. per ep.,25,PG-13,Comedy,Kodansha,Madhouse
Dan Doh!!,6.69,"Adventure, Sports, Shounen",TV,26,G - All Ages,"TV Tokyo, HoriPro",Tokyo Kids,Manga,24 min. per ep.,24,G,Adventure,TV Tokyo,Tokyo Kids
Detective Conan,8.16,"Adventure, Mystery, Comedy, Police, Shounen",TV,50,PG-13 - Teens 13 or older,"Yomiuri Telecasting, Animax, YTV, TMS-Kyokuchi, Shogakukan",TMS Entertainment,Manga,25 min.,25,PG-13,Comedy,Shogakukan,TMS Entertainment
E's Otherwise,6.64,"Adventure, Comedy, Drama, Military, Sci-Fi, Shounen, Supernatural",TV,26,PG-13 - Teens 13 or older,Sotsu,Studio Pierrot,Manga,23 min. per ep.,23,PG-13,Comedy,Sotsu,Studio Pierrot
Koukyoushihen Eureka Seven,8.09,"Adventure, Drama, Mecha, Romance, Sci-Fi",TV,50,PG-13 - Teens 13 or older,"Aniplex, Bandai Visual, Kadokawa Shoten, Mainichi Broadcasting System, Bandai, Ashi Production, Sony Music Entertainment, Bandai Namco Games, Hakuhodo DY Media Partners, Bandai Channel, USEN",Bones,Original,24 min. per ep.,24,PG-13,Sci-Fi,Aniplex,Bones
Rekka no Honoo,7.36,"Action, Adventure, Martial Arts, Shounen, Super Power",TV,42,PG-13 - Teens 13 or older,Fuji TV,Studio Pierrot,Manga,23 min. per ep.,23,PG-13,Action,Fuji TV,Studio Pierrot
Gankutsuou,8.17,"Drama, Mystery, Sci-Fi, Supernatural, Thriller",TV,24,R - 17+ (violence & profanity),"GDH, TV Asahi, Media Factory, Sotsu Music Publishing",Gonzo,Novel,24 min. per ep.,24,R,Sci-Fi,Media Factory,Gonzo
Genshiken,7.66,"Slice of Life, Comedy, Parody",TV,12,PG-13 - Teens 13 or older,"Genco, Lantis, Kids Station, Toshiba Entertainment",Palm Studio,Manga,25 min. per ep.,25,PG-13,Comedy,Lantis,Palm Studio
Girls Bravo: First Season,6.45,"Harem, Comedy, Romance, Ecchi, Fantasy, School, Shounen",TV,11,R+ - Mild Nudity,"Lantis, Kadokawa Shoten, Fuji TV, Rakuonsha, KlockWorx, Happinet Pictures, Studio Jack",AIC Spirits,Manga,23 min. per ep.,23,R+,Comedy,Lantis,AIC Spirits
Gokusen,7.42,"Slice of Life, Comedy, Drama, School, Josei",TV,13,R - 17+ (violence & profanity),"VAP, Studio Jack",Madhouse,Manga,23 min. per ep.,23,R,Comedy,VAP,Madhouse
Gravitation,7.02,"Comedy, Music, Romance, Shoujo, Shounen Ai",TV,13,PG-13 - Teens 13 or older,Aniplex,Studio Deen,Manga,22 min. per ep.,22,PG-13,Comedy,Aniplex,Studio Deen
Great Teacher Onizuka,8.7,"Slice of Life, Comedy, Drama, School, Shounen",TV,43,R - 17+ (violence & profanity),"Aniplex, Fuji TV",Studio Pierrot,Manga,25 min. per ep.,25,R,Comedy,Aniplex,Studio Pierrot
Groove Adventure Rave,7.27,"Adventure, Comedy, Fantasy, Romance, Shounen",TV,51,PG-13 - Teens 13 or older,"TBS, Kodansha",Studio Deen,Manga,24 min. per ep.,24,PG-13,Comedy,Kodansha,Studio Deen
Ichigo 100%,6.68,"Comedy, Ecchi, Harem, Romance, Shounen",TV,12,PG-13 - Teens 13 or older,Shueisha,Madhouse,Manga,23 min. per ep.,23,PG-13,Comedy,Shueisha,Madhouse
InuYasha,7.85,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Magic, Romance, Fantasy, Shounen",TV,167,PG-13 - Teens 13 or older,"Yomiuri Telecasting, Shogakukan",Sunrise,Manga,24 min. per ep.,24,PG-13,Comedy,Shogakukan,Sunrise
Konjiki no Gash Bell!!,7.55,"Adventure, Comedy, Demons, Supernatural, Magic, Shounen",TV,150,PG-13 - Teens 13 or older,"Yomiko Advertising, Fuji TV",Toei Animation,Manga,23 min. per ep.,23,PG-13,Comedy,Fuji TV,Toei Animation
Kyou kara Maou!,7.7,"Adventure, Comedy, Demons, Fantasy, Shoujo",TV,78,PG-13 - Teens 13 or older,NHK,Studio Deen,Novel,25 min. per ep.,25,PG-13,Comedy,NHK,Studio Deen
Madlax,7.07,"Military, Mystery, Psychological, Supernatural, Drama, Magic, Shounen",TV,26,PG-13 - Teens 13 or older,Victor Entertainment,Bee Train,Original,24 min. per ep.,24,PG-13,Drama,Victor Entertainment,Bee Train
Jungle wa Itsumo Hare nochi Guu,7.84,"Slice of Life, Comedy, School",TV,26,PG-13 - Teens 13 or older,"Bandai Visual, Sotsu",Shin-Ei Animation,Manga,23 min. per ep.,23,PG-13,Comedy,Bandai Visual,Shin-Ei Animation
Jungle wa Itsumo Hare nochi Guu Deluxe,7.83,"Comedy, Slice of Life",OVA,6,PG-13 - Teens 13 or older,Bandai Visual,Shin-Ei Animation,Manga,26 min. per ep.,26,PG-13,Comedy,Bandai Visual,Shin-Ei Animation
Jungle wa Itsumo Hare nochi Guu Final,7.65,"Slice of Life, Comedy",OVA,7,PG-13 - Teens 13 or older,Bandai Visual,Shin-Ei Animation,Manga,26 min. per ep.,26,PG-13,Comedy,Bandai Visual,Shin-Ei Animation
Ikkitousen,6.45,"Ecchi, Super Power, Martial Arts, School",TV,13,R+ - Mild Nudity,"Genco, Cosmic Ray, Eye Move, Bushiroad",J.C.Staff,Manga,24 min. per ep.,24,R+,School,Genco,J.C.Staff
Hitsuji no Uta,6.23,"Horror, Drama, Vampire",OVA,4,R - 17+ (violence & profanity),"Group TAC, KENMedia",Madhouse,Manga,30 min. per ep.,30,R,Drama,Group TAC,Madhouse
Happy☆Lesson,6.64,"Comedy, Harem, Romance, School",OVA,5,PG-13 - Teens 13 or older,KSS,Studio Hibari,Manga,30 min. per ep.,30,PG-13,Comedy,KSS,Studio Hibari
Happy☆Lesson (TV),6.67,"Comedy, Drama, Harem, Romance, Slice of Life",TV,13,PG-13 - Teens 13 or older,KSS,Studio Hibari,Manga,23 min. per ep.,23,PG-13,Comedy,KSS,Studio Hibari
Happy☆Lesson: Advance,6.84,"Comedy, Harem, Romance, Slice of Life",TV,13,PG-13 - Teens 13 or older,"KSS, Studio Jack",Studio Hibari,Manga,24 min. per ep.,24,PG-13,Comedy,Studio Jack,Studio Hibari
Happy☆Lesson: The Final,6.83,"Comedy, Harem, Romance, School",OVA,3,PG-13 - Teens 13 or older,KSS,Studio Hibari,Manga,30 min. per ep.,30,PG-13,Comedy,KSS,Studio Hibari
Hajime no Ippo,8.75,"Comedy, Sports, Drama, Shounen",TV,75,PG-13 - Teens 13 or older,VAP,Madhouse,Manga,23 min. per ep.,23,PG-13,Comedy,VAP,Madhouse
Gunparade March: Arata Naru Kougunka,6.8,"Drama, Mecha, Military, Romance, Sci-Fi, Shounen, Slice of Life",TV,12,PG-13 - Teens 13 or older,"Rondo Robe, d-rights",J.C.Staff,Game,23 min. per ep.,23,PG-13,Sci-Fi,d-rights,J.C.Staff
Gungrave,7.87,"Action, Drama, Sci-Fi, Seinen, Super Power",TV,26,R - 17+ (violence & profanity),Tohokushinsha Film Corporation,Madhouse,Game,25 min. per ep.,25,R,Action,Tohokushinsha Film Corporation,Madhouse
Golden Boy,8.03,"Adventure, Comedy, Ecchi",OVA,6,R+ - Mild Nudity,"KSS, Shueisha",APPP,Manga,29 min. per ep.,29,R+,Comedy,Shueisha,APPP
Bleach,7.8,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",TV,366,PG-13 - Teens 13 or older,"TV Tokyo, Aniplex, Dentsu, TV Tokyo Music, Studio Kelmadick, Shueisha",Studio Pierrot,Manga,24 min. per ep.,24,PG-13,Comedy,Aniplex,Studio Pierrot
Hellsing,7.5,"Action, Horror, Supernatural, Vampire, Seinen",TV,13,R - 17+ (violence & profanity),"Fuji TV, Pioneer LDC",Gonzo,Manga,23 min. per ep.,23,R,Action,Fuji TV,Gonzo
Gad Guard,6.7,"Sci-Fi, Adventure, Mecha, Shounen",TV,26,PG-13 - Teens 13 or older,"Hal Film Maker, Media Factory, Imagica, Amber Film Works, Imagine",Gonzo,Original,25 min. per ep.,25,PG-13,Sci-Fi,Media Factory,Gonzo
Noir,7.31,"Action, Mystery, Drama",TV,26,PG-13 - Teens 13 or older,Victor Entertainment,Bee Train,Original,24 min. per ep.,24,PG-13,Action,Victor Entertainment,Bee Train
Mahoutsukai ni Taisetsu na Koto,6.75,"Slice of Life, Drama, Magic, Shounen",TV,12,PG-13 - Teens 13 or older,"Rondo Robe, Pioneer LDC, Daiei",J.C.Staff,Manga,24 min. per ep.,24,PG-13,Drama,Pioneer LDC,J.C.Staff
Kiddy Grade,7.22,"Action, Sci-Fi, Super Power, Ecchi, Mecha",TV,24,R+ - Mild Nudity,gimik,Gonzo,Original,23 min. per ep.,23,R+,Action,gimik,Gonzo
